mlbID,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,swings_competitive,contact,whiffs,batted_ball_events,attempts,ev50,fbld,gb,ev95plus,barrels,batter_run_value,competitive_runs,bolts,swords,WAR,max_hit_speed,max_distance,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,whiff_per_swing,batted_ball_event_per_swing,avg_hit_angle,anglesweetspotpercent,avg_hit_speed,avg_distance,avg_hr_distance,ev95percent,sprint_speed,hp_to_1b,Age,age,#days,BA,OBP,SLG,OPS,brl_percent,brl_pa,percent_swings_competitive,bip,Name,Games,WAR_per_162,Season
458015,65,242,208,26,42,6,0,14,38,27,0,62,7,0,0,2,0,0,274.0,195.0,79.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.964677929524944,67.0,0.0,8.0,-0.13,,,68.723919745,0.0620437956204379,0.4102564102564102,0.291970802919708,0.123076923076923,0.0875912408759124,7.262279744,0.2883211678832116,0.3686131386861314,,,,,,,,,39,39.0,791.0,0.20192307692307693,0.3140495867768595,0.4326923076923077,0.7467418944691673,0.0,0.0,1.1322314049586777,101.0,Joey Votto,65,-0.324,TOTAL
462101,112,406,374,39,94,20,1,6,44,25,1,71,4,1,2,11,12,4,274.0,229.0,45.0,121.0,306.0,97.9,89.0,87.5,95.0,8.0,-1.846308244271241,198.0,0.0,4.0,0.66,109.4,439.0,68.377686606,0.072992700729927,0.37117903930131,0.3102189781021898,0.1353711790393013,0.1131386861313868,7.737421985,0.1642335766423357,0.4416058394160584,5.5,27.8,87.5,129.0,401.0,31.0,26.5,4.57,34,34.0,791.0,0.25133689839572193,0.3037037037037037,0.3582887700534759,0.6619924737571796,0.06611570247933884,0.019704433497536946,0.6748768472906403,121.0,Elvis Andrus,112,0.9546428571428572,TOTAL
467793,422,1696,1493,191,349,70,1,57,212,184,4,296,9,0,10,29,17,0,2100.0,1642.0,458.0,840.0,1202.0,298.1,277.2,261.8,457.0,77.0,-66.34437733878697,560.0,0.0,24.0,6.24,113.6,442.0,71.50602638360536,0.1742857142857143,0.3294762484774664,0.25761904761904764,0.13520097442143728,0.10571428571428569,7.588106144748571,0.218095238095238,0.4,15.569999999999999,31.05547619047619,88.57619047619048,164.33809523809524,391.6842105263158,38.4225,25.81813643926789,4.60603993344426,39,39.0,427.6666666666667,0.23375753516409914,0.31957547169811323,0.3965170797052914,0.7160925514034047,0.09166666666666666,0.04540094339622641,1.2382075471698113,840.0,Carlos Santana,422,2.3954502369668247,TOTAL
474832,105,412,347,53,86,23,0,19,43,61,1,146,2,0,2,5,0,0,267.0,194.0,73.0,75.0,200.0,100.7,94.0,77.9,80.0,30.0,2.593729748756697,80.0,0.0,7.0,1.97,109.9,448.0,72.663127603,0.1685393258426966,0.2010309278350515,0.146067415730337,0.134020618556701,0.097378277153558,6.96860764,0.2734082397003745,0.2808988764044944,19.8,44.0,88.7,206.0,400.0,40.0,26.2,4.6,35,35.0,788.0,0.2478386167146974,0.3616504854368932,0.4783861671469741,0.8400366525838673,0.4,0.07281553398058252,0.6480582524271845,75.0,Brandon Belt,105,3.039428571428571,TOTAL
488726,23,89,82,8,20,3,0,3,9,6,0,8,0,0,1,4,1,0,77.0,71.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.234534420262272,28.0,0.0,0.0,0.11,,,68.560000519,0.0129870129870129,0.5492957746478874,0.5064935064935064,0.2112676056338028,0.1948051948051948,6.705488158,0.0779220779220779,0.6363636363636364,,,,,,,,,36,36.0,769.0,0.24390243902439024,0.29213483146067415,0.3902439024390244,0.6823787338996985,0.0,0.0,0.8651685393258427,49.0,Michael Brantley,23,0.7747826086956522,TOTAL
493329,149,459,410,45,94,21,3,4,36,42,3,69,1,0,6,15,5,0,350.0,296.0,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.817799378113673,175.0,0.0,8.0,-1.02,,,71.80789553933108,0.18857142857142858,0.34121621621621623,0.2885714285714286,0.10135135135135132,0.08571428571428569,7.804237028688571,0.15428571428571422,0.4228571428571429,,,,,,,,,41,41.0,474.0,0.22926829268292684,0.2984749455337691,0.32439024390243903,0.622865189436208,0.0,0.0,0.7625272331154684,148.0,Yuli Gurriel,149,-1.108993288590604,TOTAL
500743,354,1114,1017,128,263,55,1,19,96,73,1,131,9,8,7,27,21,5,1180.0,1008.0,172.0,584.0,344.0,97.5,89.7,87.1,110.0,10.0,-22.957567423743967,455.0,0.0,26.0,6.9,108.7,398.0,68.19659274364088,0.04999999999999997,0.3958333333333333,0.338135593220339,0.09623015873015868,0.08220338983050847,7.021581733648305,0.14576271186440676,0.49491525423728816,11.0,33.4,87.3,152.0,386.0,32.0,26.400000000000002,4.57,36,36.0,403.3333333333333,0.2586037364798427,0.31193490054249545,0.37069813176007865,0.6826330323025741,0.017123287671232876,0.008976660682226212,1.059245960502693,584.0,Miguel Rojas,354,3.157627118644068,TOTAL
500871,99,309,288,32,65,6,5,6,31,18,0,78,0,1,2,7,2,1,254.0,173.0,81.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.41351942170413,99.0,0.0,3.0,-1.04,,,68.308358425,0.0236220472440944,0.3236994219653179,0.2204724409448819,0.0578034682080924,0.0393700787401574,6.838985118,0.3188976377952756,0.3228346456692913,,,,,,,,,34,34.0,791.0,0.22569444444444445,0.2694805194805195,0.34375,0.6132305194805194,0.0,0.0,0.8220064724919094,82.0,Eduardo Escobar,99,-1.701818181818182,TOTAL
501303,8,28,26,4,5,1,0,1,2,2,0,11,0,0,0,1,0,0,41.0,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.326672933284494,0.0,0.0,1.0,0.08,,,66.236217073,0.0,0.4444444444444444,0.2926829268292683,0.074074074074074,0.048780487804878,7.180119024000001,0.3414634146341463,0.3414634146341463,,,,,,,,,34,,571.0,0.19230769230769232,0.25,0.34615384615384615,0.5961538461538461,0.0,0.0,1.4642857142857142,14.0,Ehire Adrianza,8,1.62,TOTAL
501659,8,16,15,1,1,1,0,0,0,1,0,8,0,0,0,0,0,0,34.0,22.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.149328325912077,0.0,0.0,2.0,-0.33,,,69.960046765,0.2058823529411764,0.22727272727272718,0.1470588235294117,0.0909090909090909,0.0588235294117647,7.240409118,0.3529411764705882,0.1764705882352941,,,,,,,,,34,,827.0,0.06666666666666667,0.125,0.13333333333333333,0.2583333333333333,0.0,0.0,2.125,6.0,Abraham Almonte,8,-6.6825,TOTAL
502054,387,1488,1334,160,336,67,7,38,165,134,4,328,6,0,14,30,37,9,1691.0,1338.0,353.0,736.0,964.0,306.4,283.8,268.6,446.0,79.0,-33.93901278091476,537.0,0.0,33.0,2.34,113.7,446.0,73.15669987973244,0.3015966883500886,0.37294469357249627,0.2950916617386162,0.1860986547085202,0.14725014784151386,6.9418127621230035,0.2087522176227084,0.43524541691306917,8.357472826086957,32.849456521739135,91.246875,154.06657608695653,404.5,45.72309782608696,27.402904564315353,4.5701348547717835,37,37.0,413.0,0.2518740629685157,0.31989247311827956,0.3980509745127436,0.7179434476310231,0.10733695652173914,0.05309139784946237,1.1364247311827957,736.0,Tommy Pham,387,0.9795348837209302,TOTAL
502110,243,1010,894,109,225,51,3,50,176,91,1,301,8,0,11,29,1,0,1123.0,786.0,337.0,340.0,587.0,204.9,191.89999999999998,175.10000000000002,297.0,94.0,-13.601311294041071,264.0,0.0,36.0,2.5599999999999996,112.1,438.0,72.96388597466921,0.2840605520926091,0.30025445292620867,0.21015138023152272,0.14631043256997453,0.10240427426536058,8.42419761350935,0.30008904719501334,0.30276046304541404,15.032352941176471,39.755294117647054,91.60705882352941,190.80588235294118,399.28,48.37647058823529,25.94923339011925,4.740204429301533,36,36.0,595.0,0.2516778523489933,0.32270916334661354,0.48322147651006714,0.8059306398566807,0.27647058823529413,0.09306930693069307,1.111881188118812,340.0,J.D. Martinez,243,1.7066666666666666,TOTAL
502671,459,1886,1690,236,444,95,2,57,190,171,13,435,10,0,7,40,27,3,2491.0,1920.0,571.0,923.0,1254.0,305.0,286.4,260.0,604.0,129.0,-32.058316012485385,601.0,0.0,23.0,5.74,111.7,457.0,72.46617429092605,0.22320353271778398,0.32864583333333336,0.25331192292252097,0.1671875,0.12886391007627454,7.644870199657568,0.22922521075873142,0.3705339221196306,14.171830985915493,35.255904658721555,90.89631635969664,174.82123510292524,400.03508771929825,47.44301191765981,26.27232854864434,4.604944178628389,37,37.0,424.0,0.26272189349112424,0.33280085197018106,0.42248520710059173,0.7552860590707728,0.13976164680390032,0.06839872746553552,1.3207847295864263,923.0,Paul Goldschmidt,459,2.0258823529411765,TOTAL
506702,26,56,53,5,7,2,0,1,7,1,0,24,1,1,0,2,0,0,19.0,14.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6311091767916044,11.0,0.0,0.0,-0.6,,,67.10968,0.0,0.5,0.3684210526315789,0.1428571428571428,0.1052631578947368,7.027894211,0.2631578947368421,0.4210526315789473,,,,,,,,,36,34.0,486.0,0.1320754716981132,0.16363636363636364,0.22641509433962265,0.3900514579759863,0.0,0.0,0.3392857142857143,8.0,Sandy Le\xc3\xb3n,26,-3.738461538461538,TOTAL
514888,411,1805,1632,261,468,79,3,67,200,148,7,305,16,1,8,44,47,15,2382.0,1917.0,465.0,981.0,1285.0,292.5,272.9,248.89999999999998,400.0,87.0,-20.74422526754841,638.0,60.0,25.0,6.67,110.6,439.0,69.71608901729473,0.126784214945424,0.323943661971831,0.2607052896725441,0.1001564945226917,0.08060453400503775,7.687043723747691,0.19521410579345086,0.41183879093198994,15.164220183486236,31.65300713557594,85.82069317023446,152.6534148827727,390.8059701492537,31.10703363914373,26.979221789883272,4.369346303501946,35,35.0,419.0,0.2867647058823529,0.35033259423503327,0.46200980392156865,0.8123423981566019,0.08868501529051988,0.0481994459833795,1.3196675900277008,981.0,Jose Altuve,411,2.629051094890511,TOTAL
516416,85,326,301,25,66,5,2,3,21,22,1,47,2,1,0,12,6,2,85.0,74.0,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.956312581046172,151.0,0.0,0.0,-2.09,,,69.977826118,0.0823529411764705,0.3243243243243243,0.2823529411764706,0.1756756756756756,0.1529411764705882,6.601357647000001,0.1294117647058823,0.4823529411764706,,,,,,,,,33,33.0,853.0,0.21926910299003322,0.27692307692307694,0.27906976744186046,0.5559928443649373,0.0,0.0,0.2607361963190184,41.0,Jean Segura,85,-3.9832941176470587,TOTAL
516782,291,1095,990,125,260,38,4,21,111,68,2,229,23,6,8,23,48,7,1147.0,823.0,324.0,432.0,507.0,201.3,187.10000000000002,170.7,209.0,32.0,-22.425718468434322,422.0,6.0,23.0,0.9600000000000001,110.9,434.0,72.47384288801823,0.2885789014821273,0.3268529769137303,0.2345248474280732,0.16889428918590518,0.12118570183086307,7.289256373318222,0.2824760244115082,0.3766346992153443,4.344843049327354,36.56322869955157,89.7641255605381,137.17937219730942,406.5833333333333,42.82376681614349,27.1,4.354674556213017,36,36.0,439.3333333333333,0.26262626262626265,0.32231404958677684,0.37272727272727274,0.6950413223140496,0.07407407407407407,0.029223744292237442,1.0474885844748858,432.0,Starling Marte,291,0.5344329896907217,TOTAL
518595,247,877,799,88,177,43,0,33,110,59,0,233,13,0,6,19,1,0,1203.0,831.0,372.0,377.0,222.0,100.5,94.8,86.3,91.0,23.0,-40.631438926661176,278.0,0.0,13.0,0.98,109.8,445.0,71.15648087998797,0.16708229426433915,0.30204572803850777,0.20864505403158765,0.1299638989169675,0.08977556109725682,7.7361499582626765,0.3092269326683291,0.31338320864505403,11.6,32.9,89.9,162.0,415.0,41.0,25.7,4.77,36,36.0,428.0,0.22152690863579474,0.2839224629418472,0.3992490613266583,0.6831715242685055,0.0610079575596817,0.026225769669327253,1.371721778791334,377.0,Travis d\'Arnaud,247,0.642753036437247,TOTAL
518626,52,197,172,19,27,5,0,13,26,22,0,50,1,0,2,8,0,0,107.0,78.0,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.393896217118821,56.0,0.0,1.0,0.11,,,73.265099439,0.3551401869158878,0.44871794871794873,0.3271028037383177,0.2179487179487179,0.1588785046728972,7.658795962,0.2710280373831775,0.4018691588785046,,,,,,,,,37,37.0,788.0,0.1569767441860465,0.25380710659898476,0.4127906976744186,0.6665978042734033,0.0,0.0,0.5431472081218274,43.0,Josh Donaldson,52,0.3426923076923077,TOTAL
518692,488,2142,1865,307,557,138,7,81,297,225,30,374,34,0,18,42,40,5,2682.0,2130.0,552.0,992.0,1404.0,301.7,279.9,258.4,606.0,144.0,-14.633314013572255,729.0,0.0,30.0,14.95,114.1,451.0,69.96846442587606,0.09694258016405663,0.33380281690140845,0.2651006711409396,0.14037558685446003,0.11148396718866513,6.8061998918974655,0.20581655480984337,0.3698732289336316,14.486895161290322,41.239717741935486,90.13094758064516,183.20866935483872,400.0,43.45957661290322,26.072293447293447,4.611396011396012,35,35.0,402.0,0.29865951742627345,0.38095238095238093,0.510455764075067,0.8914081450274479,0.14516129032258066,0.06722689075630252,1.2521008403361344,992.0,Freddie Freeman,488,4.962909836065573,TOTAL
518735,190,648,578,59,134,24,0,17,60,60,1,132,4,3,3,18,1,0,553.0,449.0,104.0,246.0,279.0,98.3,91.4,85.2,96.0,13.0,-12.447738204026326,213.0,0.0,14.0,0.050000000000000044,110.4,428.0,70.47154404527393,0.09041591320072333,0.38752783964365256,0.31464737793851716,0.14699331848552333,0.11934900542495475,7.4319412136329115,0.18806509945750446,0.44484629294755873,10.8,32.3,87.9,162.0,398.0,34.4,22.8,5.14,35,35.0,609.5,0.23183391003460208,0.30697674418604654,0.3615916955017301,0.6685684396877767,0.052845528455284556,0.020061728395061727,0.8533950617283951,246.0,Yasmani Grandal,190,0.04263157894736846,TOTAL
518792,250,740,657,98,153,37,2,27,89,62,3,143,7,0,9,11,7,3,836.0,679.0,157.0,343.0,273.0,99.3,92.2,86.5,102.0,22.0,-17.319833040004625,267.0,0.0,14.0,2.5,112.7,424.0,73.28266823183505,0.2918660287081339,0.27687776141384385,0.22488038277511954,0.13254786450662734,0.10765550239234445,8.195165921045454,0.18779904306220088,0.4102870813397129,15.4,33.0,87.7,165.0,391.0,37.4,27.1,4.45,35,35.0,465.3333333333333,0.2328767123287671,0.3020408163265306,0.4185692541856925,0.7206100705122231,0.0641399416909621,0.02972972972972973,1.1297297297297297,343.0,Jason Heyward,250,1.62,TOTAL
518934,248,932,826,87,196,30,3,19,82,93,2,195,4,1,8,31,2,3,824.0,687.0,137.0,363.0,374.0,100.3,93.4,87.8,161.0,22.0,-32.143818424685534,369.0,0.0,25.0,0.30999999999999994,111.2,411.0,67.72368250929549,0.0449029126213592,0.3784570596797671,0.3155339805825243,0.13391557496360987,0.11165048543689314,7.187003144444174,0.16626213592233005,0.4405339805825243,3.8000000000000003,31.599999999999998,89.6,135.0,381.0,43.0,25.7,4.83,36,36.0,463.6666666666667,0.23728813559322035,0.3147153598281418,0.3498789346246973,0.6645942944528391,0.06060606060606061,0.023605150214592276,0.8841201716738197,363.0,DJ LeMahieu,248,0.20249999999999996,TOTAL
519058,112,386,352,43,87,15,0,12,48,23,1,95,3,0,8,7,0,0,378.0,285.0,93.0,135.0,265.0,99.3,92.5,88.0,99.0,15.0,-15.180118315597923,110.0,0.0,4.0,-0.09000000000000002,112.9,454.0,71.554764206,0.24867724867724866,0.3298245614035088,0.2486772486772486,0.1052631578947368,0.0793650793650793,7.265451893,0.246031746031746,0.3571428571428571,18.0,28.3,89.0,177.0,410.0,37.9,25.2,4.8,34,34.0,792.0,0.2471590909090909,0.2927461139896373,0.39204545454545453,0.6847915685350918,0.1111111111111111,0.038860103626943004,0.9792746113989638,135.0,Mike Moustakas,112,-0.13017857142857145,TOTAL
519203,201,834,740,85,176,27,0,20,76,68,3,172,23,0,3,17,0,3,649.0,509.0,140.0,246.0,551.0,197.0,183.8,172.0,195.0,30.0,-22.96136868298196,235.0,0.0,3.0,0.65,110.7,424.0,68.56320769927504,0.07704160246533129,0.3241650294695481,0.25423728813559315,0.09037328094302546,0.07087827426810477,6.830243682895224,0.21571648690292758,0.3790446841294299,14.826422764227644,32.53414634146341,87.19634146341463,152.01626016260164,382.2,33.84674796747967,24.6005444646098,4.784918330308529,34,34.0,624.0,0.23783783783783785,0.32014388489208634,0.3554054054054054,0.6755492902974918,0.12195121951219512,0.03597122302158273,0.7781774580335732,246.0,Anthony Rizzo,201,0.5238805970149254,TOTAL
519317,313,1247,1118,138,256,46,0,82,218,117,9,380,5,0,6,35,1,0,1548.0,1029.0,519.0,523.0,524.0,214.3,198.10000000000002,182.5,272.0,96.0,2.107039310805302,306.0,0.0,24.0,1.86,120.0,485.0,80.99431696048882,0.9767441860465116,0.2847424684159378,0.18927648578811362,0.25655976676384834,0.1705426356589147,8.614272779607235,0.33527131782945735,0.3378552971576227,13.945549738219896,32.26230366492146,94.15418848167538,176.19895287958116,414.82758620689657,52.93376963350784,24.50534351145038,5.041068702290075,35,35.0,414.3333333333333,0.22898032200357782,0.30337078651685395,0.49016100178890876,0.7935317883057627,0.1835564053537285,0.07698476343223737,1.2413793103448276,523.0,Giancarlo Stanton,313,0.9626837060702876,TOTAL
521692,459,1898,1749,172,443,84,0,81,285,91,20,396,37,0,15,42,0,0,2750.0,2047.0,703.0,1024.0,1351.0,305.4,283.9,258.4,611.0,163.0,-43.61611938747491,501.0,0.0,43.0,3.38,114.8,462.0,73.02582077308354,0.3149090909090909,0.3273082559843673,0.24363636363636354,0.1739130434782608,0.12945454545454543,7.896676025522544,0.2556363636363636,0.37236363636363634,18.07275390625,37.57783203125,90.46591796874999,191.2734375,408.24691358024694,45.49541015625,24.40414507772021,4.933501110288675,35,35.0,423.3333333333333,0.2532875929102344,0.30179704016913317,0.44025157232704404,0.7420486124961772,0.1591796875,0.08587987355110643,1.4488935721812435,1024.0,Salvador Perez,459,1.1929411764705882,TOTAL
527038,322,1159,1038,114,260,44,0,43,157,95,2,184,15,0,11,32,1,0,1500.0,1247.0,253.0,596.0,679.0,193.4,180.5,166.7,202.0,43.0,-32.31547935408751,321.0,0.0,31.0,2.42,108.7,420.0,66.18900054014193,0.01666666666666659,0.34643143544506816,0.288,0.07698476343223733,0.06399999999999996,6.943193901522,0.16866666666666663,0.3973333333333333,19.999113082039912,35.824833702882486,86.08736141906874,174.37028824833703,386.84615384615387,28.998447893569843,24.449189985272458,4.885243004418262,33,33.0,450.0,0.2504816955684008,0.31924072476272647,0.41714836223506746,0.7363890869977939,0.07214765100671142,0.03710094909404659,1.2942191544434858,596.0,Wilmer Flores,322,1.2175155279503105,TOTAL
541645,55,169,158,12,32,4,1,5,14,7,1,52,2,0,0,5,2,0,142.0,95.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.728710008509873,56.0,1.0,2.0,-0.82,,,70.19328105348421,0.1267605633802817,0.27368421052631575,0.18309859154929573,0.11578947368421048,0.07746478873239436,7.260832411161972,0.33098591549295775,0.3028169014084507,,,,,,,,,33,33.0,706.5,0.20253164556962025,0.24550898203592814,0.33544303797468356,0.5809520200106117,0.0,0.0,0.8402366863905325,43.0,Avisa\xc3\xadl Garc\xc3\xada,55,-2.4152727272727272,TOTAL
542194,166,479,454,67,100,23,0,16,55,18,0,127,1,3,3,8,4,0,479.0,323.0,156.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.449538406179688,188.0,0.0,14.0,0.97,,,72.1742233040062,0.23799582463465557,0.3126934984520124,0.21085594989561582,0.12074303405572753,0.08141962421711894,7.514070091154488,0.325678496868476,0.33611691022964507,,,,,,,,,32,32.0,609.5,0.22026431718061673,0.25,0.3766519823788546,0.6266519823788546,0.0,0.0,1.0,161.0,Christian Bethancourt,166,0.9466265060240964,TOTAL
542208,66,189,168,17,38,4,0,6,20,13,0,40,4,1,3,4,0,0,75.0,62.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.429715275354217,44.0,0.0,1.0,0.45,,,70.315003733,0.04,0.2903225806451613,0.24,0.0967741935483871,0.08,7.9371656,0.1733333333333333,0.3733333333333333,,,,,,,,,32,32.0,792.0,0.2261904761904762,0.2925531914893617,0.35714285714285715,0.6496960486322189,0.0,0.0,0.3968253968253968,28.0,Carlos P\xc3\xa9rez,66,1.1045454545454547,TOTAL
